,name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
511,2 beds 2 baths apartment,1234,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,Not specified,Not specified,No pets,932
512,1 bed 1 bath apartment,1690,"kelowna, bc, v1y 5y2",Apartment/Condo,1,1,laundry in building,central heating,street parking,ac available,Not specified,dog and cat friendly,700
513,1 bed 2 baths townhouse,800,"kelowna, bc, v1y 8m2",Townhouse,1,2,Not specified,central heating,street parking,central ac,unfurnished,No pets,1371
514,1 bed 1 bath apartment,1000,"penticton, bc, v2a 6e8",Apartment/Condo,1,1,laundry in building,heating available,parking available,ac available,Not specified,No pets,300
515,2 beds 1 bath house,2100,"west kelowna, bc",House,2,1,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1100
516,1 bed 1 bath townhouse,950,"kelowna, bc, v1x 4z3",Townhouse,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
517,studio 1 bath apartment,1700,"kelowna, bc, v1y 0h1",Apartment/Condo,1,1,in-unit laundry,gas heating,Not specified,central ac,Not specified,dog and cat friendly,311
518,furnished one bedroom,800,"vernon, bc",House,1,1,laundry available,central heating,parking available,central ac,furnished,No pets,1200
519,3 beds 1 bath house,700,"kelowna, bc, v1x 6b1",House,3,1,laundry available,central heating,parking available,Not specified,unfurnished,No pets,1200
520,2 beds 1 bath house,1999,"kelowna, bc",House,2,1,in-unit laundry,heating available,Not specified,Not specified,unfurnished,No pets,1200
521,1 bed 1 bath apartment,2600,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,525
522,4 beds 1 5 baths townhouse,3500,"kelowna, bc",Townhouse,4,1,in-unit laundry,electric heating,garage parking,ac available,unfurnished,dog friendly,1371
524,2 beds 2 baths apartment,2400,"lake country, bc, v4v 2r5",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,unfurnished,dog and cat friendly,925
525,3 beds 1 bath house,2750,"kelowna, bc",House,3,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1400
526,1 bed 1 bath apartment,1850,"kelowna, bc, v1y 1a7",Apartment/Condo,1,1,laundry available,electric heating,Not specified,ac available,Not specified,No pets,750
527,room for rent,725,"kelowna, bc, v1v 3a8",House,4,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
528,2 beds 1 bath house,2000,"kelowna, bc, v1v 1t3",House,2,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200
529,1 bed 2 baths house,800,"penticton, bc",House,1,2,laundry in building,central heating,street parking,ac available,unfurnished,No pets,3500
530,2 bedroom suite with lots of windows,1900,"west kelowna, bc, v4t 3k4",Apartment/Condo,2,1,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,900
531,studio 0 baths apartment,750,"north okanagan, bc, v1b 3n9",Apartment/Condo,1,0,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
532,private room for rent,900,"kelowna, bc",Townhouse,2,2,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,1371
533,2 beds 1 bath house,2600,"kelowna, bc",House,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,dog friendly,1200
534,6 beds 3 baths house,625,"kelowna, bc, v1x 3m5",House,6,3,laundry in building,Not specified,street parking,Not specified,furnished,No pets,1200
535,studio suite black mtn student rental,1600,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,932
536,2 beds 1 bath apartment,1600,"vernon, bc, v1t 1l9",Apartment/Condo,2,1,laundry in building,electric heating,street parking,ac available,Not specified,No pets,1000
537,3 beds 3 baths townhouse,3200,"kelowna, bc",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371
538,charming character home for rent,2600,"kelowna, bc, v1y 6a9",House,3,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,No pets,1200
539,1 bed 1 bath house,1000,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1700
540,1 室1 卫 租赁式公寓,1200,"kelowna, bc, v1v 0a5",Apartment/Condo,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,932
541,3 beds 3 baths house,3000,"penticton, bc, v2a 2v1",House,3,3,in-unit laundry,Not specified,Not specified,ac available,unfurnished,dog and cat friendly,3000
542,private room for rent,700,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,cat friendly,1200
543,3 beds 3 baths apartment,3000,"kelowna, bc, v1v 0c8",Apartment/Condo,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
544,2 beds 1 bath townhouse,1950,"kelowna, bc, v1x 1s6",Townhouse,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,900
545,2 beds 2 baths house,2300,"kelowna, bc",House,2,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1600
546,2 beds 1 bath house,2300,"kelowna, bc",House,2,1,in-unit laundry,Not specified,street parking,central ac,unfurnished,No pets,900
547,large 2bdr 2bath suite,1900,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1100
548,1 bed 1 bath,1450,"lumby, bc, v0e",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
549,2 beds 1 bath apartment,2000,"kelowna, bc, v1p 1s6",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900
550,private room for rent,750,"vernon, bc",Apartment/Condo,1,1,in-unit laundry,Not specified,street parking,ac available,Not specified,No pets,932
551,2 bed 1 bath home,2500,"kelowna, bc, v1x 3l8",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
552,private room for rent,1150,"kelowna, bc",Room,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1100
553,3 bedroom 3 bathroom townhouse,3200,"kelowna, bc",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
554,4 beds 2 baths house,1234,"kelowna, bc, v1p 1a7",House,4,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200
555,master bedroom rental in 2 bedroom condo,1450,"kelowna, bc",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
556,2 beds 2 baths house,2200,"summerland, bc, v0h",House,2,2,in-unit laundry,gas heating,parking available,Not specified,unfurnished,No pets,1200
557,2 beds 2 baths apartment,2695,"kelowna, bc, v1y 9z3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,Not specified,No pets,850
558,1 bed 1 bath house,1300,"kelowna, bc, v1p",House,1,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,1200
559,1 bed 1 bath house,750,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
560,2 beds 1 bath house,1250,"west kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,950
561,2 beds 3 baths townhouse,2600,"kelowna, bc, v1v",Townhouse,2,3,in-unit laundry,central heating,street parking,ac available,Not specified,No pets,1371
562,3 beds 3 baths townhouse,3395,"kelowna, bc, v1y 5p6",Townhouse,3,3,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1371
563,3 beds 2 baths apartment,2500,"west kelowna, bc, v4t",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,932
564,private room for rent,900,"kelowna, bc, v1x 1r3",House,1,1,laundry available,central heating,street parking,ac available,unfurnished,No pets,1000
565,3 beds 2 5 bath townhouse,925,"kelowna, bc, v1y 6w5",Townhouse,3,2,in-unit laundry,central heating,street parking,central ac,furnished,No pets,1371
566,studio 1 bath apartment,1050,"kelowna, bc, v1v 3e4",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
567,3 beds 2 baths house,2900,"kelowna, bc, v1x 7c8",House,3,2,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1200
568,1 bed 1 bath house,1500,"lake country, bc",House,1,1,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,900
569,2 beds 2 baths apartment,2500,"kelowna, bc, v1y 0h1",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,870
570,1 bed 1 bath house,1700,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
571,2 beds 1 bath house,1830,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
572,entire apartment for sublet,3500,"kelowna, bc, v1y 9p7",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
573,4 beds 4 baths house,4000,"peachland, bc",House,4,4,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog friendly,2600
574,2 beds 1 bathroom house,1750,"peachland, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900
575,1 bed 1 bath apartment,1800,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
576,1 bed 1 bath house,975,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
577,private room for rent,900,"kelowna, bc, v1y 5l9",House,1,1,in-unit laundry,Not specified,street parking,Not specified,furnished,No pets,1200
578,2 beds 1 bath house,2400,"kelowna, bc",House,2,1,in-unit laundry,gas heating,parking available,central ac,Not specified,dog and cat friendly,1062
579,1 bed 1 bath house,850,"kelowna, bc, v1x 5k3",House,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1200
580,2 beds 1 bath house,600,"kelowna, bc, v1x 7p4",House,2,1,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,1200
581,1 bed 1 bath house,1350,"kelowna, bc, v1y",House,1,1,laundry in building,central heating,street parking,central ac,Not specified,No pets,1200
582,5 beds 3 baths house,5000,"kelowna, bc, v1x 6r2",House,5,3,laundry available,central heating,garage parking,ac available,Not specified,dog and cat friendly,1200
583,3 beds 3 baths room only,800,"kelowna, bc, v1v 2b7",Room,3,3,in-unit laundry,central heating,street parking,central ac,furnished,No pets,1100
584,1 bed 1 bath house,1550,"west kelowna, bc, v1z",House,1,1,in-unit laundry,electric heating,parking available,central ac,Not specified,cat friendly,575
585,1 bed 1 bath townhouse,900,"kelowna, bc, v1x 2a4",Townhouse,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1550
586,2 beds 1 bath house,1850,"kelowna, bc, v1p",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
587,2 beds 2 baths house,2650,"penticton, bc",House,2,2,laundry available,Not specified,parking available,ac available,unfurnished,dog and cat friendly,1200
588,3 beds 3 baths townhouse,2900,"kelowna, bc",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1371
589,1 bed 1 bath house,1500,"coldstream, bc, v1b 1p3",House,1,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,1200
590,3 beds 2 baths townhouse,3000,"kelowna, bc, v1y 6r3",Townhouse,3,2,in-unit laundry,Not specified,street parking,Not specified,Not specified,dog friendly,1160
591,private room for rent,900,"kelowna, bc, v1v 2t7",Apartment/Condo,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,932
592,1 bed 1 bath house,1050,"kelowna, bc, v1w 1p8",House,1,1,laundry in building,Not specified,street parking,ac available,unfurnished,No pets,1200
593,1 bed 1 bath house,1500,"lake country, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,700
594,private room for rent,3000,"kelowna, bc",Townhouse,3,2,laundry available,Not specified,garage parking,Not specified,unfurnished,No pets,1371
595,apartment for rent,1700,"west kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
596,1 bed 1 bath apartment,1375,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
597,1 室1卫的租赁式公寓,1700,"kelowna, bc, v1y 0h4",Apartment/Condo,1,1,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,530
598,2 beds 1 bath apartment,1175,"kelowna, bc, v1y",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
599,2 bedroom basement,1900,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
600,3 beds 3 baths apartment,2102,"west kelowna, bc, v1z",Apartment/Condo,3,3,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1600
601,4 beds 2 5 baths house,3500,"kelowna, bc, v1x 5z2",House,4,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
602,private room for rent,950,"vernon, bc",Room,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,1100
603,1 bed 1 bath house,1050,"kelowna, bc, v1y 8z2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
604,health care aid looking for a 1 2 bd for rent in lake country,1200,"lake country, bc, v4v",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,932
605,3 bedroom 2 bathroom updated home with pool,2800,"west kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
606,1 bed 1 bath house,1000,"kelowna, bc, v1x 7l2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,500
607,3 beds 3 baths apartment,3000,"kelowna, bc",Apartment/Condo,3,3,in-unit laundry,Not specified,garage parking,ac available,unfurnished,No pets,932
608,private room for rent,900,"kelowna, bc, v1y 8m2",Townhouse,3,3,in-unit laundry,central heating,street parking,central ac,furnished,No pets,1371
609,room for rent,850,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
610,1 bed 1 bath apartment,1700,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,774
611,room for rent,1000,"kelowna, bc, v1y",Townhouse,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1371
612,spacious apartment for rental,2600,"kelowna, bc, v1y 9y2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1013
