name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
studio 0 baths apartment,750,"north okanagan, bc, v1b 3n9",Apartment/Condo,1,0,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
private room for rent,900,"kelowna, bc",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,150
2 beds 1 bath house,2600,"kelowna, bc",House,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,dog friendly,1200
6 beds 3 baths house,625,"kelowna, bc, v1x 3m5",House,6,3,laundry in building,Not specified,street parking,Not specified,furnished,No pets,1200
studio suite black mtn student rental,1600,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,910
2 beds 1 bath apartment,1600,"vernon, bc, v1t 1l9",Apartment/Condo,2,1,laundry in building,electric heating,street parking,ac available,Not specified,No pets,1000
3 beds 3 baths townhouse,3200,"kelowna, bc",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371
charming character home for rent,2600,"kelowna, bc, v1y 6a9",House,3,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,No pets,1200
1 bed 1 bath house,1000,"kelowna, bc, v1x 3e1",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1700
1 室1 卫 租赁式公寓,1200,"kelowna, bc, v1v 0a5",Apartment/Condo,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,910
3 beds 3 baths house,3000,"penticton, bc, v2a 2v1",House,3,3,in-unit laundry,Not specified,Not specified,ac available,unfurnished,dog and cat friendly,3000
private room for rent,700,"kelowna, bc",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,cat friendly,150
3 beds 3 baths apartment,3000,"kelowna, bc, v1v 0c8",Apartment/Condo,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
2 beds 1 bath townhouse,1950,"kelowna, bc, v1x 1s6",Townhouse,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,900
2 beds 2 baths house,2300,"kelowna, bc",House,2,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1600
2 beds 1 bath house,2300,"kelowna, bc",House,2,1,in-unit laundry,Not specified,street parking,central ac,unfurnished,No pets,900
large 2bdr 2bath suite,1900,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1100
1 bed 1 bath,1450,"lumby, bc, v0e",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
2 beds 1 bath apartment,2000,"kelowna, bc, v1p 1s6",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900
private room for rent,750,"vernon, bc",Room,1,1,in-unit laundry,Not specified,street parking,ac available,Not specified,No pets,150
2 bed 1 bath home,2500,"kelowna, bc, v1x 3l8",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
private room for rent,1150,"kelowna, bc",Room,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,150
3 bedroom 3 bathroom townhouse,3200,"kelowna, bc",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
4 beds 2 baths house,1234,"kelowna, bc, v1p 1a7",House,4,2,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200
master bedroom rental in 2 bedroom condo,1450,"kelowna, bc",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
2 beds 2 baths house,2200,"summerland, bc, v0h",House,2,2,in-unit laundry,gas heating,parking available,Not specified,unfurnished,No pets,1200
2 beds 2 baths apartment,2695,"kelowna, bc, v1y 9z3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,Not specified,No pets,850
1 bed 1 bath house,1300,"kelowna, bc, v1p",House,1,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,1200
1 bed 1 bath house,750,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
2 beds 1 bath house,1250,"west kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,950
2 beds 3 baths townhouse,2600,"kelowna, bc, v1v",Townhouse,2,3,in-unit laundry,central heating,street parking,ac available,Not specified,No pets,1371
3 beds 3 baths townhouse,3395,"kelowna, bc, v1y 5p6",Townhouse,3,3,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1371
3 beds 2 baths apartment,2500,"west kelowna, bc, v4t",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,910
private room for rent,900,"kelowna, bc, v1x 1r3",Room,1,1,laundry available,central heating,street parking,ac available,unfurnished,No pets,150
3 beds 2 5 bath townhouse,925,"kelowna, bc, v1y 6w5",Townhouse,3,2,in-unit laundry,central heating,street parking,central ac,furnished,No pets,1371
studio 1 bath apartment,1050,"kelowna, bc, v1v 3e4",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
3 beds 2 baths house,2900,"kelowna, bc, v1x 7c8",House,3,2,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1200
1 bed 1 bath house,1500,"lake country, bc",House,1,1,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,900
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 0h1",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,870
1 bed 1 bath house,1700,"kelowna, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
2 beds 1 bath house,1830,"kelowna, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
entire apartment for sublet,3500,"kelowna, bc, v1y 9p7",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
4 beds 4 baths house,4000,"peachland, bc",House,4,4,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog friendly,2600
2 beds 1 bathroom house,1750,"peachland, bc",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900
1 bed 1 bath apartment,1800,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
1 bed 1 bath house,975,"kelowna, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
private room for rent,900,"kelowna, bc, v1y 5l9",Room,1,1,in-unit laundry,Not specified,street parking,Not specified,furnished,No pets,150
2 beds 1 bath house,2400,"kelowna, bc",House,2,1,in-unit laundry,gas heating,parking available,central ac,Not specified,dog and cat friendly,1062
1 bed 1 bath house,850,"kelowna, bc, v1x 5k3",House,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1200
2 beds 1 bath house,600,"kelowna, bc, v1x 7p4",House,2,1,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,1200
1 bed 1 bath house,1350,"kelowna, bc, v1y",House,1,1,laundry in building,central heating,street parking,central ac,Not specified,No pets,1200
5 beds 3 baths house,5000,"kelowna, bc, v1x 6r2",House,5,3,laundry available,central heating,garage parking,ac available,Not specified,dog and cat friendly,1200
3 beds 3 baths room only,800,"kelowna, bc, v1v 2b7",Room,1,1,in-unit laundry,central heating,street parking,central ac,furnished,No pets,150
1 bed 1 bath house,1550,"west kelowna, bc, v1z",House,1,1,in-unit laundry,electric heating,parking available,central ac,Not specified,cat friendly,575
1 bed 1 bath townhouse,900,"kelowna, bc, v1x 2a4",Townhouse,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1550
2 beds 1 bath house,1850,"kelowna, bc, v1p",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
2 beds 2 baths house,2650,"penticton, bc",House,2,2,laundry available,Not specified,parking available,ac available,unfurnished,dog and cat friendly,1200
3 beds 3 baths townhouse,2900,"kelowna, bc",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1371
1 bed 1 bath house,1500,"coldstream, bc, v1b 1p3",House,1,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,1200
3 beds 2 baths townhouse,3000,"kelowna, bc, v1y 6r3",Townhouse,3,2,in-unit laundry,Not specified,street parking,Not specified,Not specified,dog friendly,1160
private room for rent,900,"kelowna, bc, v1v 2t7",Room,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,150
1 bed 1 bath house,1050,"kelowna, bc, v1w 1p8",House,1,1,laundry in building,Not specified,street parking,ac available,unfurnished,No pets,1200
1 bed 1 bath house,1500,"lake country, bc",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,700
private room for rent,3000,"kelowna, bc",Townhouse,3,2,laundry available,Not specified,garage parking,Not specified,unfurnished,No pets,1371
apartment for rent,1700,"west kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
1 bed 1 bath apartment,1375,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
1 室1卫的租赁式公寓,1700,"kelowna, bc, v1y 0h4",Apartment/Condo,1,1,in-unit laundry,electric heating,garage parking,ac available,Not specified,No pets,530
2 beds 1 bath apartment,1175,"kelowna, bc, v1y",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
2 bedroom basement,1900,"kelowna, bc",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
3 beds 3 baths apartment,2102,"west kelowna, bc, v1z",Apartment/Condo,3,3,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1600
4 beds 2 5 baths house,3500,"kelowna, bc, v1x 5z2",House,4,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
private room for rent,950,"vernon, bc",Room,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,150
1 bed 1 bath house,1050,"kelowna, bc, v1y 8z2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
health care aid looking for a 1 2 bd for rent in lake country,1200,"lake country, bc, v4v",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,910
3 bedroom 2 bathroom updated home with pool,2800,"west kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1 bed 1 bath house,1000,"kelowna, bc, v1x 7l2",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,500
3 beds 3 baths apartment,3000,"kelowna, bc",Apartment/Condo,3,3,in-unit laundry,Not specified,garage parking,ac available,unfurnished,No pets,910
private room for rent,900,"kelowna, bc, v1y 8m2",Room,1,1,in-unit laundry,central heating,street parking,central ac,furnished,No pets,150
room for rent,850,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150
1 bed 1 bath apartment,1700,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,774
room for rent,1000,"kelowna, bc, v1y",Room,1,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,150
spacious apartment for rental,2600,"kelowna, bc, v1y 9y2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1013
1 bed 1 bath apartment,1000,"kelowna, bc, v1v 2r6",Apartment/Condo,1,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,910
2 beds 2 baths townhouse,2150,"kelowna, bc, v1y",Townhouse,2,2,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1060
3 beds 2 baths house,2975,"kelowna, bc, v4v 2w4",House,3,2,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1386
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1100
spacious lower mission rancher for rent,5500,"kelowna, bc, v1w 1t5",House,7,4,Not specified,electric heating,street parking,Not specified,unfurnished,No pets,1200
1 bed 1 bath house,775,"lake country, bc",House,1,1,Not specified,Not specified,parking available,Not specified,unfurnished,dog and cat friendly,1200
huge garden  1br  1 bath,850,"kelowna, bc, v1y 1v7",House,3,1,in-unit laundry,central heating,street parking,ac available,unfurnished,No pets,1300
4 beds 3 baths house,4500,"lake country, bc, v4v 2s4",House,4,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1 bed 1 bath apartment,1625,"penticton, bc, v2a 3v5",Apartment/Condo,1,1,in-unit laundry,electric heating,parking available,central ac,unfurnished,No pets,910
1 bed 1 bath apartment,800,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,910
3 beds 2 baths house,3500,"west kelowna, bc, v4t 1w1",House,3,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1 bed 1 bath house,1800,"kelowna, bc, v1y 4p1",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
1 bed 1 bath house,1000,"kelowna, bc",House,1,1,laundry available,Not specified,parking available,ac available,unfurnished,No pets,1200
2 beds 1 bath apartment,1600,"north okanagan, bc, v1b",Apartment/Condo,2,1,laundry in building,gas heating,parking available,Not specified,unfurnished,dog and cat friendly,693
furnished one bedroom for rent,800,"vernon, bc, v1h 1p3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
bedroom for rent,1000,"kelowna, bc, v1x 4e5",Room,1,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,No pets,150
1 bed 1 bath apartment,1300,"kelowna, bc, v1v 2x3",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,910
private room for rent,800,"west kelowna, bc, v4t 1w3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
2 beds 1 bath townhouse,2100,"west kelowna, bc, v1z 3j7",Townhouse,2,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1300
fully furnished student residency,900,"kelowna, bc, v1x 2z3",Apartment/Condo,4,2,laundry in building,central heating,Not specified,central ac,unfurnished,No pets,1100
3 beds 3 baths townhouse,800,"kelowna, bc, v1v 0a4",Townhouse,3,3,in-unit laundry,Not specified,garage parking,central ac,unfurnished,dog and cat friendly,1371
